status,home_player_1_f1,home_player_1_f2,home_player_2_f1,home_player_2_f2,home_player_3_f1,home_player_3_f2,home_player_4_f1,home_player_4_f2,home_player_5_f1,home_player_5_f2,home_player_6_f1,home_player_6_f2,home_player_7_f1,home_player_7_f2,home_player_8_f1,home_player_8_f2,home_player_9_f1,home_player_9_f2,home_player_10_f1,home_player_10_f2,home_player_11_f1,home_player_11_f2,away_player_1_f1,away_player_1_f2,away_player_2_f1,away_player_2_f2,away_player_3_f1,away_player_3_f2,away_player_4_f1,away_player_4_f2,away_player_5_f1,away_player_5_f2,away_player_6_f1,away_player_6_f2,away_player_7_f1,away_player_7_f2,away_player_8_f1,away_player_8_f2,away_player_9_f1,away_player_9_f2,away_player_10_f1,away_player_10_f2,away_player_11_f1,away_player_11_f2,home_f_1,home_f_2,home_f_3,away_f_1,away_f_2,away_f_3
2,195.8021519581943,-30.918631982200463,13.728965422127663,54.928841656888615,19.44473026583398,64.0315158012728,-3.911614079069486,33.77505178493479,-9.742479843949363,32.61552670883263,-27.028048736046397,36.8330370343233,-27.990239607953875,31.497805804151717,-53.248757296314636,-38.225361532364104,-52.54766521148828,-13.620113746046934,12.164017791647256,-58.57714719747993,-26.865030374107693,-46.17378161038149,201.12413108765392,-25.288287834376078,4.993158653979096,31.58573354471197,36.7222483739022,72.31699587545944,51.4296239680012,52.88961325631445,8.085230151372114,43.70235250390674,-13.354290428203107,26.24047426237671,-3.4751843567790845,22.369119681855352,-28.429313331283144,-34.851908565917995,-16.42498087994555,-40.862968919236614,-24.905126518978896,-13.897323742301447,6.747288670430777,-49.62984504351814,-0.7183243860787654,19.28973563282602,18.534394954988777,2.1707945782768046,0.6451329111680488,0.3784993252122511
0,207.95322708877876,-28.578375167103594,-20.481989125312747,25.42494867311161,-28.94871695345584,34.24944694290779,44.78474944673418,80.52734878342737,-49.45794828598704,25.311162275267538,-41.05358130219566,27.803031601242957,-42.9361328565335,32.855554286067594,-50.10817084246202,-12.644249155617423,-53.248757296314636,-38.225361532364104,-50.36957394700259,-49.04408512477583,-43.58799611222196,-16.814853790387986,201.12413108765392,-25.288287834376078,4.993158653979096,31.58573354471197,51.4296239680012,52.88961325631445,60.44784936636667,59.90696574135529,-28.429313331283144,-34.851908565917995,-3.4751843567790845,22.369119681855352,-13.354290428203107,26.24047426237671,5.063166577537675,-60.736829873994324,-16.42498087994555,-40.862968919236614,-31.254978343102433,-32.07577797551538,-5.066313307719428,-59.22593328669698,14.012827371964207,13.52122700787766,5.135906697748144,2.1707945782768046,0.6451329111680488,0.3784993252122511
2,194.18948717187243,-25.19073151704708,-23.864536705934896,18.500278676065633,30.597906457755997,64.0998704975573,46.615788360658186,74.77683979567566,3.81291110213328,31.11468690376027,-37.35035834680451,28.249959224757916,-4.46030801332202,51.453920408717316,-28.91838562761994,-22.254390535282667,-37.016519425670026,-33.03607199402775,-18.213308233393487,-58.2488289695029,-34.395313218306974,-29.7108914468222,201.12413108765392,-25.288287834376078,4.993158653979096,31.58573354471197,36.7222483739022,72.31699587545944,51.4296239680012,52.88961325631445,20.541388007096657,52.876623401455056,-3.4751843567790845,22.369119681855352,-13.354290428203107,26.24047426237671,5.063166577537675,-60.736829873994324,-16.42498087994555,-40.862968919236614,-28.429313331283144,-34.851908565917995,-5.066313307719428,-59.22593328669698,-0.858709786108663,6.869730341935725,-13.407198549754495,2.1707945782768046,0.6451329111680488,0.3784993252122511
1,194.80725887459553,-26.07747363039059,-12.492356768430513,23.422204238586822,49.36418423471565,53.9319907773813,37.810430800855606,47.94207824853721,8.565947558188105,43.32065688521655,1.00352074683109,7.145699501782582,-3.2864149489948113,-7.779417724478178,-35.78590279611213,-9.850695580255419,-24.678186093886538,-9.302639684538367,16.720654878613328,0.7533233177603619,9.560781584745861,-57.72044599926053,201.12413108765392,-25.288287834376078,20.541388007096657,52.876623401455056,36.7222483739022,72.31699587545944,60.44784936636667,59.90696574135529,51.4296239680012,52.88961325631445,-13.354290428203107,26.24047426237671,-27.967187606242142,-15.829020222358215,5.063166577537675,-60.736829873994324,-16.42498087994555,-40.862968919236614,-28.429313331283144,-34.851908565917995,-5.066313307719428,-59.22593328669698,-13.089880678330939,2.430832326641633,-4.5938894708831235,2.1707945782768046,0.6451329111680488,0.3784993252122511
1,207.6435515551742,-24.603587916402482,16.117358381590208,56.165833365304714,8.353826435961626,42.46605429331459,30.66947533208626,50.693139379789095,-23.840921746080387,25.583541283928994,-4.886217370156086,37.36720301371467,-31.708257342422836,3.721003051274729,-27.02982665979505,-13.56708068663606,-4.0531082285564395,-11.197223981958794,-19.561448855142118,-25.058778002698553,-0.9476026696145645,-66.69250391206894,201.12413108765392,-25.288287834376078,4.993158653979096,31.58573354471197,36.7222483739022,72.31699587545944,51.4296239680012,52.88961325631445,8.085230151372114,43.70235250390674,-13.354290428203107,26.24047426237671,-27.967187606242142,-15.829020222358215,5.063166577537675,-60.736829873994324,-16.42498087994555,-40.862968919236614,-31.254978343102433,-32.07577797551538,-5.066313307719428,-59.22593328669698,-27.271602719813178,13.803796243227549,-4.122954330466919,2.1707945782768046,0.6451329111680488,0.3784993252122511
2,196.4512304393953,-23.08497328174011,5.222178811858231,40.47673233703264,16.954593275680587,55.92622779697811,22.415559337533896,60.110749627866504,2.750266170895847,48.96552316129538,-6.813386717003358,32.61460035148693,27.323025363169545,28.04750563422361,-15.504062670630557,-4.6278319454887,-16.46124022069393,6.483464159997049,-19.55708077395897,-15.479355224302097,-13.7449970741844,-35.94779377909044,201.12413108765392,-25.288287834376078,36.7222483739022,72.31699587545944,60.44784936636667,59.90696574135529,20.541388007096657,52.876623401455056,4.993158653979096,31.58573354471197,-27.967187606242142,-15.829020222358215,-13.354290428203107,26.24047426237671,-16.42498087994555,-40.862968919236614,-28.429313331283144,-34.851908565917995,5.063166577537675,-60.736829873994324,-5.066313307719428,-59.22593328669698,-13.102992392434205,4.246849225259071,-6.864393362520423,2.1707945782768046,0.6451329111680488,0.3784993252122511
1,186.51196611649252,-22.112821623886525,3.675266506269237,46.82196173164097,-23.357733789227552,39.91214517009419,43.74773685663194,69.32486681172456,0.7855368074000129,39.38771727191224,-15.801105160502575,-62.8112887731439,-47.5879468784185,19.595824767608804,-9.653256037170722,31.022491071930578,-13.305065996317776,29.732020531999776,-20.094017960255556,-36.44103627560428,-1.5333756782118648,-55.51224070678093,201.12413108765392,-25.288287834376078,4.993158653979096,31.58573354471197,36.7222483739022,72.31699587545944,51.4296239680012,52.88961325631445,8.085230151372114,43.70235250390674,-13.354290428203107,26.24047426237671,-35.74377533394103,0.24928378088682965,5.063166577537675,-60.736829873994324,-16.42498087994555,-40.862968919236614,-28.429313331283144,-34.851908565917995,-5.066313307719428,-59.22593328669698,-6.326526773883849,6.9060462590052625,12.350146789109127,2.1707945782768046,0.6451329111680488,0.3784993252122511
2,214.04458560561034,-23.1298322866352,-27.370267972909797,23.365292459237235,52.52022204200716,65.3953791942905,43.18886848605702,70.03631001727378,-26.802670130380594,19.562490344285845,-59.666707631918776,10.593437101709947,-23.147230721074607,30.431767173106238,-26.692782774929817,-40.96881662488761,-22.376809082718843,-3.6765293933147785,1.9527964400779472,-52.161996813839366,-7.120600890908175,-35.54234625356459,201.12413108765392,-25.288287834376078,20.541388007096657,52.876623401455056,36.7222483739022,72.31699587545944,60.44784936636667,59.90696574135529,51.4296239680012,52.88961325631445,-13.354290428203107,26.24047426237671,-27.967187606242142,-15.829020222358215,5.063166577537675,-60.736829873994324,-24.905126518978896,-13.897323742301447,-28.429313331283144,-34.851908565917995,-5.066313307719428,-59.22593328669698,22.06715576079591,-20.516253482919865,-5.503443494994388,2.1707945782768046,0.6451329111680488,0.3784993252122511
2,195.49371544529578,-21.005632426349507,15.458562897801077,56.085559482780106,43.399310817522604,70.90373145256875,-21.623449561236704,40.43790992456836,-25.980118106295976,-45.77709225012742,-19.58430231049607,6.673891669906252,-8.586612777367646,-34.688165168883444,-34.427348527119086,-38.24490750802823,-51.48280227454003,-17.471663560346055,-25.02060060694765,-53.81466024791468,-10.676258719249885,-46.411471766115326,201.12413108765392,-25.288287834376078,4.993158653979096,31.58573354471197,36.7222483739022,72.31699587545944,20.541388007096657,52.876623401455056,8.085230151372114,43.70235250390674,5.063166577537675,-60.736829873994324,-13.354290428203107,26.24047426237671,-16.42498087994555,-40.862968919236614,-27.967187606242142,-15.829020222358215,-31.254978343102433,-32.07577797551538,11.184393345598368,-53.21544927559415,17.266556850712092,5.00144051238492,0.5023733556405224,2.1707945782768046,0.6451329111680488,0.3784993252122511
0,195.65378399404398,-23.299294849514894,-6.541364526101643,24.36017373590417,47.018254159990775,26.15468870877444,12.345592050245097,35.79237592957091,5.280203030886718,28.03938544171909,-7.951063982333524,-18.606010390188302,8.528260145118274,-41.54091958852089,-44.74744423229303,5.138259035649879,-4.723317961149901,31.870152586546592,-6.151349173472284,-43.125087448125804,-3.49700732846388,-56.12498966747241,201.12413108765392,-25.288287834376078,8.085230151372114,43.70235250390674,4.993158653979096,31.58573354471197,36.7222483739022,72.31699587545944,60.44784936636667,59.90696574135529,-31.254978343102433,-32.07577797551538,-13.354290428203107,26.24047426237671,-27.967187606242142,-15.829020222358215,5.063166577537675,-60.736829873994324,-16.42498087994555,-40.862968919236614,-5.066313307719428,-59.22593328669698,17.76325456635919,-28.09980479688659,11.639933779843258,2.1707945782768046,0.6451329111680488,0.3784993252122511
